,0
0,1.3351641
1,0.44559225
2,1.8885161
3,1.8675814
4,2.2620173
5,1.815013
6,1.9841118
7,2.9287121
8,1.1510915
9,0.16660331
10,0.56965315
11,0.4981139
12,1.7499295
13,0.59441686
14,0.72216785
15,-0.3123364
16,0.5516282
17,1.550537
18,1.4817673
19,1.9117466
20,2.270822
21,1.287147
22,2.5323782
23,1.3211095
24,1.6462629
25,1.5870631
26,2.8917844
27,-0.09374562
28,3.3452518
29,2.1324918
30,1.9433323
31,0.16033062
32,0.93330514
33,1.1585323
34,-0.46706867
35,-0.19745532
36,1.7278672
37,0.85366833
38,2.0708852
39,1.4974357
40,3.3007557
41,2.5991755
42,2.5568843
43,-0.9462685
44,2.9312088
45,1.3824271
46,1.0658728
47,0.2926166
48,2.0968282
49,1.8541836
50,1.8900214
51,1.5985956
52,0.166525
53,1.0626739
54,1.5284165
55,2.377017
56,0.6688683
57,1.197867
58,-0.0809464
59,0.729591
60,1.4684881
61,1.4191881
62,1.8587968
63,1.2425399
64,2.5181746
65,0.39848328
66,1.9657079
67,1.7617109
68,1.2470496
69,1.0927947
70,3.5509052
71,1.2524017
72,1.08081
73,1.4012566
74,1.0257715
75,1.2594321
76,0.9125675
77,0.70917666
78,0.6255353
79,2.197123
80,1.3401853
81,0.01418712
82,0.72525054
83,-0.23399024
84,1.4493139
85,0.648123
86,-0.24291496
87,1.4082668
88,0.6266883
89,1.0013525
90,0.837621
91,2.004463
92,1.9968833
93,1.6072148
94,2.5624409
95,1.1333784
96,1.8613504
97,1.2475345
98,2.019043
99,0.6467857
100,0.96953696
101,0.44143486
102,1.1780589
103,3.0667958
104,1.4421521
105,0.95890355
106,0.74149615
107,0.5827378
108,1.7610428
109,1.6777021
110,0.73845387
111,0.7565041
112,0.8539045
113,1.5939773
114,1.728068
115,1.5338078
116,1.5994128
117,1.3048779
118,2.2491333
119,-0.23665869
120,1.5556605
121,0.26210558
122,0.19108917
123,-0.1321357
124,0.57433844
125,-0.42921278
126,0.28658766
127,1.0386591
128,-0.8637309
129,0.47742552
130,-0.94556385
131,-0.12880552
132,0.59745026
133,0.14627862
134,1.0583851
135,-0.29851297
136,1.9110924
137,2.0637689
138,1.5998434
139,1.4793893
140,1.6313193
141,0.8681699
142,2.0570211
143,0.21968189
144,2.1218495
145,1.597334
146,2.367322
147,1.8357052
148,2.550945
149,2.6505125
150,2.2435136
151,1.9647154
152,0.18953331
153,0.6592755
154,-0.31815696
155,0.042734373
156,1.3451041
157,0.59751594
158,2.7865984
159,0.610569
160,1.7041782
161,1.8905493
162,2.8634064
163,1.6966932
164,1.7456813
165,1.3816769
166,2.4977312
167,1.5236808
168,1.5801817
169,0.8064596
170,1.7717116
171,1.1657382
172,1.4804868
173,0.8035259
174,0.89747363
175,2.401014
176,0.8284488
177,0.48131767
178,-0.07137887
179,0.21326269
180,0.39473885
181,1.0093882
182,1.3023698
183,1.3271145
184,2.2541432
185,1.8838459
186,1.7393215
187,1.2996824
188,1.8849131
189,1.0695313
190,2.0000315
191,0.1654301
192,1.6462629
193,1.5870631
194,2.8917844
195,-0.09374562
196,3.3452518
197,2.1324918
198,1.9433323
199,0.16033062
200,0.93330514
201,1.1585323
202,-0.46706867
203,-0.19745532
204,1.7278672
205,0.85366833
206,2.0708852
207,1.4974357
208,3.3007557
209,2.5991755
210,2.5568843
211,-0.9462685
212,2.9312088
213,1.3824271
214,1.0658728
215,0.2926166
216,2.0968282
217,1.8541836
218,1.8900214
219,1.5985956
220,0.166525
221,1.0626739
222,1.5284165
223,2.377017
224,0.6688683
225,1.197867
226,-0.0809464
227,0.729591
228,1.4684881
229,1.4191881
230,1.8587968
231,1.2425399
232,2.5181746
233,0.39848328
234,1.9657079
235,1.7617109
236,1.2470496
237,1.0927947
238,3.5509052
239,1.2524017
240,1.08081
241,1.4012566
242,1.0257715
243,1.2594321
244,0.9125675
245,0.70917666
246,0.6255353
247,2.197123
248,1.3401853
249,0.01418712
250,0.72525054
251,-0.23399024
252,1.4493139
253,0.648123
254,-0.24291496
255,1.4082668
256,0.6266883
257,1.0013525
258,0.837621
259,2.004463
260,1.9968833
261,1.6072148
262,2.5624409
263,1.1333784
264,1.8613504
265,1.2475345
266,2.019043
267,0.6467857
268,0.96953696
269,0.44143486
270,1.1780589
271,3.0667958
272,1.4421521
273,0.95890355
274,0.74149615
275,0.5827378
276,1.7610428
277,1.6777021
278,0.73845387
279,0.7565041
280,0.8539045
281,1.5939773
282,1.728068
283,1.5338078
284,1.5994128
285,1.3048779
286,2.2491333
287,-0.23665869
288,1.5556605
289,0.26210558
290,0.19108917
291,-0.1321357
292,0.57433844
293,-0.42921278
294,0.28658766
295,1.0386591
296,-0.8637309
297,0.47742552
298,-0.94556385
299,-0.12880552
300,0.59745026
301,0.14627862
302,1.0583851
303,-0.29851297
304,1.9110924
305,2.0637689
306,1.5998434
307,1.4793893
308,1.6313193
309,0.8681699
310,2.0570211
311,0.21968189
312,2.1218495
313,1.597334
314,2.367322
315,1.8357052
316,2.550945
317,2.6505125
318,2.2435136
319,1.9647154
320,0.18953331
321,0.6592755
322,-0.31815696
323,0.042734373
324,1.3451041
325,0.59751594
326,2.7865984
327,0.610569
328,1.7041782
329,1.8905493
330,2.8634064
331,1.6966932
332,1.7456813
333,1.3816769
334,2.4977312
335,1.5236808
336,1.5801817
337,0.8064596
338,1.7717116
339,1.1657382
340,1.4804868
341,0.8035259
342,0.89747363
343,2.401014
344,0.8284488
345,0.48131767
346,-0.07137887
347,0.21326269
348,0.39473885
349,1.0093882
350,1.3023698
351,1.3271145
352,2.2541432
353,1.8838459
354,1.7393215
355,1.2996824
356,1.8849131
357,1.0695313
358,2.0000315
359,0.1654301
360,1.6462629
361,1.5870631
362,2.8917844
363,-0.09374562
364,3.3452518
365,2.1324918
366,1.9433323
367,0.16033062
368,0.93330514
369,1.1585323
370,-0.46706867
371,-0.19745532
372,1.7278672
373,0.85366833
374,2.0708852
375,1.4974357
376,3.3007557
377,2.5991755
378,2.5568843
379,-0.9462685
380,2.9312088
381,1.3824271
382,1.0658728
383,0.2926166
384,2.0968282
385,1.8541836
386,1.8900214
387,1.5985956
388,0.166525
389,1.0626739
390,1.5284165
391,2.377017
392,0.6688683
393,1.197867
394,-0.0809464
395,0.729591
396,1.4684881
397,1.4191881
398,1.8587968
399,1.2425399
400,2.5181746
401,0.39848328
402,1.9657079
403,1.7617109
404,1.2470496
405,1.0927947
406,3.5509052
407,1.2524017
408,3.1909142
409,2.2868137
410,2.0932643
411,-0.3778593
412,2.4017427
413,2.691139
414,1.8451301
415,2.6355498
416,1.0450265
417,1.6104844
418,0.33011764
419,-0.19043878
420,1.3627377
421,0.957277
422,2.916106
423,2.2334056
424,2.3754082
425,3.0515013
426,1.2376841
427,2.1626759
428,2.3370383
429,2.5534327
430,2.316514
431,0.86769885
432,1.8613504
433,1.2475345
434,2.019043
435,0.6467857
436,0.96953696
437,0.44143486
438,1.1780589
439,3.0667958
440,1.4421521
441,0.95890355
442,0.74149615
443,0.5827378
444,1.7610428
445,1.6777021
446,0.73845387
447,0.7565041
448,0.8539045
449,1.5939773
450,1.728068
451,1.5338078
452,1.5994128
453,1.3048779
454,2.2491333
455,-0.23665869
456,1.5556605
457,0.26210558
458,0.19108917
459,-0.1321357
460,0.57433844
461,-0.42921278
462,0.28658766
463,1.0386591
464,-0.8637309
465,0.47742552
466,-0.94556385
467,-0.12880552
468,0.59745026
469,0.14627862
470,1.0583851
471,-0.29851297
472,1.9110924
473,2.0637689
474,1.5998434
475,1.4793893
476,1.6313193
477,0.8681699
478,2.0570211
479,0.21968189
480,2.1218495
481,1.597334
482,2.367322
483,1.8357052
484,2.550945
485,2.6505125
486,2.2435136
487,1.9647154
488,0.18953331
489,0.6592755
490,-0.31815696
491,0.042734373
492,1.3451041
493,0.59751594
494,2.7865984
495,0.610569
496,1.7041782
497,1.8905493
498,2.8634064
499,1.6966932
500,1.7456813
501,1.3816769
502,2.4977312
503,1.5236808
504,1.5801817
505,0.8064596
506,1.7717116
507,1.1657382
508,1.4804868
509,0.8035259
510,0.89747363
511,2.401014
512,0.8284488
513,0.48131767
514,-0.07137887
515,0.21326269
516,0.39473885
517,1.0093882
518,1.3023698
519,1.3271145
520,2.2541432
521,1.8838459
522,1.7393215
523,1.2996824
524,1.8849131
525,1.0695313
526,2.0000315
527,0.1654301
528,1.6462629
529,1.5870631
530,2.8917844
531,-0.09374562
532,3.3452518
533,2.1324918
534,1.9433323
535,0.16033062
536,0.93330514
537,1.1585323
538,-0.46706867
539,-0.19745532
540,1.7278672
541,0.85366833
542,2.0708852
543,1.4974357
544,3.3007557
545,2.5991755
546,2.5568843
547,-0.9462685
548,2.9312088
549,1.3824271
550,1.0658728
551,0.2926166
552,2.0968282
553,1.8541836
554,1.8900214
555,1.5985956
556,0.166525
557,1.0626739
558,1.5284165
559,2.377017
560,0.6688683
561,1.197867
562,-0.0809464
563,0.729591
564,1.4684881
565,1.4191881
566,1.8587968
567,1.2425399
568,2.5181746
569,0.39848328
570,1.9657079
571,1.7617109
572,1.2470496
573,1.0927947
574,3.5509052
575,1.2524017
576,1.08081
577,1.4012566
578,1.0257715
579,1.2594321
580,0.9125675
581,0.70917666
582,0.6255353
583,2.197123
584,1.3401853
585,0.01418712
586,0.72525054
587,-0.23399024
588,1.4493139
589,0.648123
590,-0.24291496
591,1.4082668
592,0.6266883
593,1.0013525
594,0.837621
595,2.004463
596,1.9968833
597,1.6072148
598,2.5624409
599,1.1333784
600,1.8613504
601,1.2475345
602,2.019043
603,0.6467857
604,0.96953696
605,0.44143486
606,1.1780589
607,3.0667958
608,1.4421521
609,0.95890355
610,0.74149615
611,0.5827378
612,1.7610428
613,1.6777021
614,0.73845387
615,0.7565041
616,0.8539045
617,1.5939773
618,1.728068
619,1.5338078
620,1.5994128
621,1.3048779
622,2.2491333
623,-0.23665869
624,1.3351641
625,0.44559225
626,1.8885161
627,1.8675814
628,2.2620173
629,1.815013
630,1.9841118
631,2.9287121
632,1.1510915
633,0.16660331
634,0.56965315
635,0.4981139
636,1.7499295
637,0.59441686
638,0.72216785
639,-0.3123364
640,0.5516282
641,1.550537
642,1.4817673
643,1.9117466
644,2.270822
645,1.287147
646,2.5323782
647,1.3211095
648,1.3351641
649,0.44559225
650,1.8885161
651,1.8675814
652,2.2620173
653,1.815013
654,1.9841118
655,2.9287121
656,1.1510915
657,0.16660331
658,0.56965315
659,0.4981139
660,1.7499295
661,0.59441686
662,0.72216785
663,-0.3123364
664,0.5516282
665,1.550537
666,1.4817673
667,1.9117466
668,2.270822
669,1.287147
670,2.5323782
671,1.3211095
672,34.404613
673,36.487988
674,24.510862
675,22.588482
676,28.471708
677,25.891138
678,25.267267
679,21.064941
680,16.606108
681,11.6979265
682,10.291304
683,8.339882
684,8.55441
685,10.425403
686,12.162239
687,13.30067
688,19.981161
689,25.094437
690,26.44198
691,29.350183
692,26.654343
693,29.994072
694,29.31067
695,30.072662
696,95.54081
697,91.77881
698,66.00809
699,70.416405
700,69.6059
701,58.731503
702,57.29293
703,35.77684
704,25.05848
705,12.982388
706,10.158496
707,8.711605
708,8.831699
709,10.536122
710,22.057587
711,42.58705
712,73.182556
713,100.213524
714,102.47654
715,105.09104
716,106.01716
717,127.1535
718,109.58639
719,107.085526
720,99.44322
721,92.00803
722,67.10142
723,69.84058
724,69.06528
725,65.25149
726,59.98666
727,36.54794
728,24.136171
729,13.939696
730,10.308576
731,9.201038
732,8.478874
733,11.662035
734,20.11024
735,43.674908
736,75.881424
737,99.089455
738,100.77645
739,106.785416
740,106.60812
741,118.47673
742,110.48525
743,101.46589
744,85.05632
745,70.82426
746,50.578213
747,52.57173
748,42.687515
749,48.67692
750,36.97803
751,33.364758
752,27.44186
753,19.578611
754,10.430255
755,8.383651
756,7.9838133
757,13.83041
758,18.606186
759,22.01407
760,35.482353
761,38.46777
762,45.81239
763,50.65556
764,45.376335
765,44.417713
766,42.10775
767,41.62535
768,42.30538
769,41.871334
770,29.804585
771,27.532242
772,28.60489
773,28.221767
774,31.779173
775,22.25869
776,18.179394
777,13.490969
778,10.203938
779,7.116969
780,7.7331195
781,10.884049
782,11.927822
783,15.55686
784,22.346146
785,28.721691
786,34.108414
787,40.998974
788,37.94655
789,35.61823
790,31.310593
791,30.93318
792,33.027824
793,32.83939
794,26.374016
795,26.797077
796,21.62394
797,22.965345
798,24.351372
799,13.326076
800,13.683555
801,11.338751
802,8.591145
803,9.2177725
804,8.421619
805,11.262357
806,17.432302
807,35.815952
808,71.51619
809,82.31049
810,79.162865
811,83.92295
812,80.20601
813,105.08613
814,91.29594
815,87.898674
816,78.01177
817,75.94191
818,61.3149
819,62.567657
820,59.946297
821,51.256325
822,46.16142
823,31.264393
824,18.852097
825,13.118234
826,10.136019
827,9.194031
828,8.567845
829,10.548002
830,19.577005
831,33.15343
832,68.96625
833,89.79728
834,89.40755
835,94.80554
836,91.67659
837,120.99613
838,104.05615
839,98.89228
840,92.87368
841,83.04217
842,66.70026
843,68.350914
844,65.96775
845,54.350536
846,54.36081
847,32.724022
848,22.930313
849,15.29127
850,10.999577
851,9.390609
852,8.417569
853,11.3018265
854,25.24771
855,38.464314
856,69.53424
857,95.65209
858,96.135826
859,108.266655
860,98.99065
861,126.06041
862,111.1143
863,107.431786
864,95.54081
865,91.77881
866,66.00809
867,70.416405
868,69.6059
869,58.731503
870,57.29293
871,35.77684
872,25.05848
873,12.982388
874,10.158496
875,8.711605
876,8.831699
877,10.536122
878,22.057587
879,42.58705
880,73.182556
881,100.213524
882,102.47654
883,105.09104
884,106.01716
885,127.1535
886,109.58639
887,107.085526
888,99.44322
889,92.00803
890,67.10142
891,69.84058
892,69.06528
893,65.25149
894,59.98666
895,36.54794
896,24.136171
897,13.939696
898,10.308576
899,9.201038
900,8.478874
901,11.662035
902,20.11024
903,43.674908
904,75.881424
905,99.089455
906,100.77645
907,106.785416
908,106.60812
909,118.47673
910,110.48525
911,101.46589
912,85.05632
913,70.82426
914,50.578213
915,52.57173
916,42.687515
917,48.67692
918,36.97803
919,33.364758
920,27.44186
921,19.578611
922,10.430255
923,8.383651
924,7.9838133
925,13.83041
926,18.606186
927,22.01407
928,35.482353
929,38.46777
930,45.81239
931,50.65556
932,45.376335
933,44.417713
934,42.10775
935,41.62535
936,42.30538
937,41.871334
938,29.804585
939,27.532242
940,28.60489
941,28.221767
942,31.779173
943,22.25869
944,18.179394
945,13.490969
946,10.203938
947,7.116969
948,7.7331195
949,10.884049
950,11.927822
951,15.55686
952,22.346146
953,28.721691
954,34.108414
955,40.998974
956,37.94655
957,35.61823
958,31.310593
959,30.93318
960,33.027824
961,32.83939
962,26.374016
963,26.797077
964,21.62394
965,22.965345
966,24.351372
967,13.326076
968,13.683555
969,11.338751
970,8.591145
971,9.2177725
972,8.421619
973,11.262357
974,17.432302
975,35.815952
976,71.51619
977,82.31049
978,79.162865
979,83.92295
980,80.20601
981,105.08613
982,91.29594
983,87.898674
984,78.01177
985,75.94191
986,61.3149
987,62.567657
988,59.946297
989,51.256325
990,46.16142
991,31.264393
992,18.852097
993,13.118234
994,10.136019
995,9.194031
996,8.567845
997,10.548002
998,19.577005
999,33.15343
1000,68.96625
1001,89.79728
1002,89.40755
1003,94.80554
1004,91.67659
1005,120.99613
1006,104.05615
1007,98.89228
1008,92.87368
1009,83.04217
1010,66.70026
1011,68.350914
1012,65.96775
1013,54.350536
1014,54.36081
1015,32.724022
1016,22.930313
1017,15.29127
1018,10.999577
1019,9.390609
1020,8.417569
1021,11.3018265
1022,25.24771
1023,38.464314
1024,69.53424
1025,95.65209
1026,96.135826
1027,108.266655
1028,98.99065
1029,126.06041
1030,111.1143
1031,107.431786
1032,95.54081
1033,91.77881
1034,66.00809
1035,70.416405
1036,69.6059
1037,58.731503
1038,57.29293
1039,35.77684
1040,25.05848
1041,12.982388
1042,10.158496
1043,8.711605
1044,8.831699
1045,10.536122
1046,22.057587
1047,42.58705
1048,73.182556
1049,100.213524
1050,102.47654
1051,105.09104
1052,106.01716
1053,127.1535
1054,109.58639
1055,107.085526
1056,99.44322
1057,92.00803
1058,67.10142
1059,69.84058
1060,69.06528
1061,65.25149
1062,59.98666
1063,36.54794
1064,24.136171
1065,13.939696
1066,10.308576
1067,9.201038
1068,8.478874
1069,11.662035
1070,20.11024
1071,43.674908
1072,75.881424
1073,99.089455
1074,100.77645
1075,106.785416
1076,106.60812
1077,118.47673
1078,110.48525
1079,101.46589
1080,86.685936
1081,78.24938
1082,57.612476
1083,59.578316
1084,56.44713
1085,47.137356
1086,47.886982
1087,35.984604
1088,30.783106
1089,18.59331
1090,11.681577
1091,7.8693686
1092,9.392809
1093,9.988001
1094,30.281483
1095,39.82882
1096,65.722435
1097,79.2728
1098,87.611206
1099,86.03425
1100,89.37848
1101,100.09778
1102,84.53219
1103,86.26346
1104,42.30538
1105,41.871334
1106,29.804585
1107,27.532242
1108,28.60489
1109,28.221767
1110,31.779173
1111,22.25869
1112,18.179394
1113,13.490969
1114,10.203938
1115,7.116969
1116,7.7331195
1117,10.884049
1118,11.927822
1119,15.55686
1120,22.346146
1121,28.721691
1122,34.108414
1123,40.998974
1124,37.94655
1125,35.61823
1126,31.310593
1127,30.93318
1128,33.027824
1129,32.83939
1130,26.374016
1131,26.797077
1132,21.62394
1133,22.965345
1134,24.351372
1135,13.326076
1136,13.683555
1137,11.338751
1138,8.591145
1139,9.2177725
1140,8.421619
1141,11.262357
1142,17.432302
1143,35.815952
1144,71.51619
1145,82.31049
1146,79.162865
1147,83.92295
1148,80.20601
1149,105.08613
1150,91.29594
1151,87.898674
1152,78.01177
1153,75.94191
1154,61.3149
1155,62.567657
1156,59.946297
1157,51.256325
1158,46.16142
1159,31.264393
1160,18.852097
1161,13.118234
1162,10.136019
1163,9.194031
1164,8.567845
1165,10.548002
1166,19.577005
1167,33.15343
1168,68.96625
1169,89.79728
1170,89.40755
1171,94.80554
1172,91.67659
1173,120.99613
1174,104.05615
1175,98.89228
1176,92.87368
1177,83.04217
1178,66.70026
1179,68.350914
1180,65.96775
1181,54.350536
1182,54.36081
1183,32.724022
1184,22.930313
1185,15.29127
1186,10.999577
1187,9.390609
1188,8.417569
1189,11.3018265
1190,25.24771
1191,38.464314
1192,69.53424
1193,95.65209
1194,96.135826
1195,108.266655
1196,98.99065
1197,126.06041
1198,111.1143
1199,107.431786
1200,95.54081
1201,91.77881
1202,66.00809
1203,70.416405
1204,69.6059
1205,58.731503
1206,57.29293
1207,35.77684
1208,25.05848
1209,12.982388
1210,10.158496
1211,8.711605
1212,8.831699
1213,10.536122
1214,22.057587
1215,42.58705
1216,73.182556
1217,100.213524
1218,102.47654
1219,105.09104
1220,106.01716
1221,127.1535
1222,109.58639
1223,107.085526
1224,99.44322
1225,92.00803
1226,67.10142
1227,69.84058
1228,69.06528
1229,65.25149
1230,59.98666
1231,36.54794
1232,24.136171
1233,13.939696
1234,10.308576
1235,9.201038
1236,8.478874
1237,11.662035
1238,20.11024
1239,43.674908
1240,75.881424
1241,99.089455
1242,100.77645
1243,106.785416
1244,106.60812
1245,118.47673
1246,110.48525
1247,101.46589
1248,85.05632
1249,70.82426
1250,50.578213
1251,52.57173
1252,42.687515
1253,48.67692
1254,36.97803
1255,33.364758
1256,27.44186
1257,19.578611
1258,10.430255
1259,8.383651
1260,7.9838133
1261,13.83041
1262,18.606186
1263,22.01407
1264,35.482353
1265,38.46777
1266,45.81239
1267,50.65556
1268,45.376335
1269,44.417713
1270,42.10775
1271,41.62535
1272,42.30538
1273,41.871334
1274,29.804585
1275,27.532242
1276,28.60489
1277,28.221767
1278,31.779173
1279,22.25869
1280,18.179394
1281,13.490969
1282,10.203938
1283,7.116969
1284,7.7331195
1285,10.884049
1286,11.927822
1287,15.55686
1288,22.346146
1289,28.721691
1290,34.108414
1291,40.998974
1292,37.94655
1293,35.61823
1294,31.310593
1295,30.93318
1296,34.404613
1297,36.487988
1298,24.510862
1299,22.588482
1300,28.471708
1301,25.891138
1302,25.267267
1303,21.064941
1304,16.606108
1305,11.6979265
1306,10.291304
1307,8.339882
1308,8.55441
1309,10.425403
1310,12.162239
1311,13.30067
1312,19.981161
1313,25.094437
1314,26.44198
1315,29.350183
1316,26.654343
1317,29.994072
1318,29.31067
1319,30.072662
1320,34.404613
1321,36.487988
1322,24.510862
1323,22.588482
1324,28.471708
1325,25.891138
1326,25.267267
1327,21.064941
1328,16.606108
1329,11.6979265
1330,10.291304
1331,8.339882
1332,8.55441
1333,10.425403
1334,12.162239
1335,13.30067
1336,19.981161
1337,25.094437
1338,26.44198
1339,29.350183
1340,26.654343
1341,29.994072
1342,29.31067
1343,30.072662
1344,36.080173
1345,32.254444
1346,18.19124
1347,21.311272
1348,24.162329
1349,20.062523
1350,16.159197
1351,19.434954
1352,12.339153
1353,9.659842
1354,8.903057
1355,6.092235
1356,7.382176
1357,8.480551
1358,10.060218
1359,8.618738
1360,8.988164
1361,14.974527
1362,20.919474
1363,23.230547
1364,20.506496
1365,26.80097
1366,24.044916
1367,25.45531
1368,105.17331
1369,105.69461
1370,72.724556
1371,74.01619
1372,67.346954
1373,50.33849
1374,49.00082
1375,32.36492
1376,17.423254
1377,10.7643175
1378,8.868576
1379,6.411676
1380,7.065151
1381,10.012824
1382,14.383967
1383,22.766693
1384,51.40283
1385,82.493286
1386,93.09527
1387,108.67497
1388,108.45047
1389,131.50476
1390,113.30784
1391,121.54427
1392,111.006516
1393,106.585655
1394,76.834595
1395,77.27839
1396,72.0096
1397,58.10041
1398,50.704853
1399,35.967575
1400,23.942205
1401,11.496017
1402,9.359917
1403,7.4354963
1404,7.027303
1405,11.089626
1406,13.491504
1407,24.846115
1408,48.65742
1409,80.67873
1410,94.05385
1411,108.623795
1412,111.93424
1413,120.47579
1414,107.99513
1415,111.50981
1416,86.873245
1417,78.24532
1418,47.54961
1419,53.56826
1420,40.398594
1421,36.391277
1422,31.792564
1423,32.69164
1424,23.145615
1425,10.983073
1426,10.158832
1427,6.322283
1428,6.454431
1429,9.969617
1430,11.8946295
1431,11.809342
1432,18.725426
1433,26.24649
1434,26.670734
1435,35.96167
1436,34.780052
1437,34.699993
1438,35.021343
1439,32.937122
1440,28.700523
1441,30.637377
1442,22.240097
1443,20.996187
1444,19.276377
1445,18.190989
1446,17.956272
1447,14.395489
1448,12.96603
1449,9.92345
1450,9.536689
1451,6.1246934
1452,6.02152
1453,9.508938
1454,10.62543
1455,9.239836
1456,8.956536
1457,12.332091
1458,19.189888
1459,20.509829
1460,20.38627
1461,24.364899
1462,23.236963
1463,21.510017
1464,32.707108
1465,28.087399
1466,25.914204
1467,22.933327
1468,22.746479
1469,20.89961
1470,14.990552
1471,10.854221
1472,11.093418
1473,8.150858
1474,6.846993
1475,5.916013
1476,5.617769
1477,8.489972
1478,12.030149
1479,17.285192
1480,41.6104
1481,67.70516
1482,71.67159
1483,83.88008
1484,83.18241
1485,105.0896
1486,92.97448
1487,97.09709
1488,88.864944
1489,95.90502
1490,65.229126
1491,68.773125
1492,61.991325
1493,49.515015
1494,45.110718
1495,29.92887
1496,16.005568
1497,10.535448
1498,8.503663
1499,6.9310303
1500,7.2253647
1501,9.824178
1502,12.2456255
1503,22.619576
1504,39.20607
1505,75.898926
1506,81.592545
1507,98.62591
1508,95.58052
1509,123.929
1510,102.34832
1511,109.41467
1512,100.49118
1513,96.081245
1514,75.78684
1515,72.59998
1516,66.02578
1517,49.914486
1518,49.92095
1519,33.089966
1520,20.606066
1521,11.176492
1522,9.892443
1523,8.088179
1524,7.243247
1525,9.736297
1526,13.654515
1527,24.808405
1528,46.461533
1529,80.53565
1530,89.165924
1531,112.0016
1532,104.07967
1533,133.73402
1534,116.804565
1535,114.73603
1536,105.17331
1537,105.69461
1538,72.724556
1539,74.01619
1540,67.346954
1541,50.33849
1542,49.00082
1543,32.36492
1544,17.423254
1545,10.7643175
1546,8.868576
1547,6.411676
1548,7.065151
1549,10.012824
1550,14.383967
1551,22.766693
1552,51.40283
1553,82.493286
1554,93.09527
1555,108.67497
1556,108.45047
1557,131.50476
1558,113.30784
1559,121.54427
1560,111.006516
1561,106.585655
